geneID,symbol,entity,0,1,4,7,20
gene-b2751,cysN,host,10.828982286943086,38.580534648446154,8.573439340716929,2.049490137427045,2.581563570579371
gene-b1314,ycjR,host,0.1759518438855838,0.115936882784974,0.07228585464192,0.0352109838990555,0.0182962895194791
gene-b1821,mntP,host,13.082332106209613,11.55969958810934,0.8159274152061542,0.9126474168174136,1.7641949224721334
gene-b4418,sraB,host,37.9020539271536,51.45676615516081,7.209418616053973,2.8326410882709223,1.6079177715900728
gene-b1084,rne,host,16.6352863326296,9.163448998338296,8.392538192834781,1.1923290559003537,1.6299286946891198
gene-b1163,bluF,host,0.513606475964588,0.8308944472214648,0.4521539790374727,0.0533238972669088,0.0769604529763286
gene-b0472,recR,host,22.92189432229245,28.77543337926446,15.829596645182312,4.558726732992018,2.383613695532505
gene-b3628,waaB,host,0.0047194250065494,0.0017095218499335,0.0050608333925552,0.0018735191642092,0.0029819552445221
gene-b2586,yfiM,host,3.729898117758772,1.304517373711945,0.1945563211189562,0.2910816466509536,0.2968593673084186
gene-b0737,tolQ,host,14.286556201240272,9.96289088420249,1.005149955572696,1.1404969429543366,1.2219497397068269
gene-b0882,clpA,host,62.771893180948666,43.97851216416602,3.270104394572978,2.16704496589054,3.906405467696734
gene-b1151,beeE,host,0.0347296072719073,0.0101550957903934,0.0002715507551934,0.0042127255006335,0.0067943284052404
gene-b4141,yjeH,host,0.8644276371455524,1.059253086771082,0.0877460801501617,0.0923525440770578,0.1287726023280495
gene-b3682,glvB,host,0.0208347599452484,0.2903991349662393,0.0501593287767602,0.0991853040139068,0.0316583089971108
gene-b1014,putA,host,12.38062503370313,3.364561253593116,1.9224805970677956,0.8688866040834113,0.1197199530365251
gene-b3169,nusA,host,19.407601232406133,32.70856363857096,1.106531442275141,3.3601791710029034,4.18218370576016
gene-b4421,ldrB,host,3.4219498146980296,6.780309766686388,4.118399417317953,0.85539742580613,0.8574727536806
gene-b3427,yzgL,host,0.0518814025284021,0.0656402952918357,0.1329347875884654,0.0349037129431629,0.0342527429990074
gene-b1126,potA,host,5.0913947810527445,7.56439652040634,2.8233256740143133,0.5889247458161071,0.4454437718091619
gene-b0583,entD,host,0.5068062723678228,0.0867478152831014,0.0353018806528279,0.0232670351210825,0.0806032065031108
