geneID,symbol,entity,0,2.5,5,10,20,30
gene-b0378,yaiW,host,1,0.5944816998447318,0.6209789439343919,0.4329543458048615,0.3291419335564221,0.3688361853620531
gene-b3128,garD,host,1,0.5584183038960483,0.5277529920625885,0.4706657873879968,0.4972735523115514,0.7011822198383972
gene-b3532,bcsB,host,1,0.5630969930821789,0.6419143966489191,0.3984431733073016,0.3229746109802643,0.5357145803023988
gene-b0048,folA,host,1,0.7753879780355425,0.9560575020447128,0.783106007391556,0.3887634959942222,0.2768352455950431
gene-b3636,rpmG,host,0.850002045397463,0.8595414929240617,1,0.7956543739427399,0.3132944005110361,0.2274978643184252
gene-b3228,sspB,host,1,0.7918345473045935,0.9835323544553276,0.577776794297266,0.4436196767255104,0.406719853330261
gene-b4771,ychT,host,0.9339808020657192,0.9478027627082002,0.7734655975686491,1,0.334027371873191,0.5022025310035578
gene-b1695,ydiO,host,1,0.7084091855586135,0.7108954766715846,0.5481027330669475,0.5641573941672642,0.7971436859866312
gene-b2871,ygeX,host,1,0.6498362103218938,0.7053706015173903,0.6051100754992417,0.5428535524428129,0.7897837353208681
gene-b2611,ypjD,host,1,0.77491852389204,0.6310073144036282,0.6191439864054692,0.3579446836830945,0.3970307701395792
gene-b0467,priC,host,1,0.5049243987331691,0.5220169338872529,0.4121119610012601,0.4444836722826439,0.4172718327411877
gene-b0693,speF,host,1,0.7680995197789047,0.7654977973777584,0.9796153170385012,0.5226492101258927,0.8095534501778807
gene-b0116,lpd,host,1,0.5934876074593789,0.8464589926174073,0.6886035448501658,0.6021906702395584,0.406914950764543
gene-b1715,pheM,host,1,0.9435001122248592,0.7625188316156669,0.7559024874590234,0.3064214452767123,0.2932706879141758
gene-b3091,uxaA,host,1,0.5758820338565132,0.6565347017017655,0.4403931488142248,0.507091683395634,0.4765571556324983
gene-b3266,acrF,host,1,0.6658401307883487,0.6212104604450426,0.5897405898032065,0.927825980727066,0.715730053979662
gene-b1845,ptrB,host,1,0.5980968215912529,0.4954644279474858,0.3140501900902801,0.2702422924494063,0.3531495062114976
gene-b1838,pphA,host,0.5875405891768222,1,0.7236348906210861,0.3162264417444683,0.2363458400098337,0.2761667225131175
gene-b1176,minC,host,1,0.5010893380869663,0.5013820655465828,0.3571292517955061,0.3188752042194088,0.3280356656319434
gene-b4434,azuR,host,0.5630888604731155,0.9405843265638144,0.5140374516002053,1,0.2185530290011879,0.2052308939939822
gene-b1480,sra,host,0.9655952176074706,1,0.4243982792492773,0.4024300930992058,0.2187789635437425,0.4632084321262055
gene-b0537,intD,host,1,0.8925081443061991,0.7381951508754068,0.8441170661712413,0.3909907567429656,0.431168597869997
gene-b0989,cspH,host,0.6359058424087487,0.8833962025644418,0.7639022718806604,1,0.3381399887766423,0.3368276010139149
gene-b1009,rutD,host,1,0.5680664547892568,0.4095304021161833,0.2983801225069975,0.3400466158951392,0.516978196456978
gene-b2632,yfjP,host,1,0.6378614541061571,0.6589283893569321,0.4672742184563709,0.3545799189988618,0.583761360685661
gene-b3706,mnmE,host,0.79294660891423,0.5777661320155627,1,0.3264249989887025,0.2199103881490371,0.2237543699190361
gene-b2938,speA,host,1,0.5470379497850225,0.7192523959512506,0.3788938144078121,0.4798632233739966,0.4153297538315056
gene-b1379,hslJ,host,1,0.6763288833951888,0.571167556964102,0.4390699511367661,0.3452712196108302,0.3745464438031637
gene-b0590,fepD,host,1,0.8189948339994212,0.1796237054483697,0.1185785730411265,0.1209709948365922,0.1366859573894527
gene-b1907,tyrP,host,1,0.868815389319299,0.809905812863729,0.6697834496408274,0.5017170392482947,0.7539521812358083
gene-b4144,yjeI,host,1,0.452372229266581,0.4022988148131636,0.3058930679280892,0.3266445814188161,0.3272377515513141
gene-b4154,frdA,host,1,0.5696739990260118,0.627305058151316,0.2866552068160873,0.3188641254337859,0.4807414477775659
gene-b1895,uspC,host,1,0.5932481205672699,0.3167544840607159,0.2847030800851109,0.301931399746193,0.5313942778978739
gene-b2896,ygfX,host,1,0.6539464510950626,0.7036355613733959,0.5258639080300844,0.4533268381918098,0.4082028869317144
