geneID,symbol,entity,-1_R1,-1_R2,-1_R3,0_R1,0_R2,0_R3,2_R1,2_R2,2_R3,5_R1,5_R2,5_R3,10_R1,10_R2,10_R3,20_R1,20_R2,20_R3,30_R1,30_R2,30_R3
gene-SAURSH1000_RS00255,gene-SAURSH1000_RS00255,host,0.7530963503066357,2.7523262259528383,2.138602664195071,2.016827889257088,6.256415646243214,4.5421876319323085,1.6434175108148197,6.648127199079115,2.197480509838935,3.470057154556613,4.413571101511145,0.9749647376144216,2.3344044839119467,2.2419187306132846,1.196364423394293,1.2140080280651522,1.6898671566302992,1.0774171081566115,1.349791036902926,2.1688860449615697,0.7398918773162132
gene-SAURSH1000_RS07970,coaE,host,69.78813534692502,145.2924359825233,110.17692901871024,118.66818699792076,167.48946052963606,200.0485661684703,113.63062732517166,173.8919731106586,126.836582806562,118.35180148756304,117.81200110542244,70.80629325475077,77.50490792809451,98.96679795046867,42.53931897136449,32.19231421462855,79.911956619724,24.40591478172068,22.70733893405222,47.44867584278623,15.175609264453984
gene-SAURSH1000_RS05880,gene-SAURSH1000_RS05880,host,36.55512428498222,50.96225817671472,52.57243244938665,55.901497306121456,96.38990319752584,83.48459812667677,66.49896642697072,116.94422552939072,60.99555779498422,57.63972496350419,115.20465941041996,36.37056398725307,23.6353246848128,47.92155491684218,13.519766469762171,12.561704672722596,29.065061373671075,7.724291069020663,9.42467843148161,21.347376263813235,5.340445116186216
gene-CPT_phageK_gp075,gene-CPT_phageK_gp075,phage,0.13914145365119,0.6838683597195095,0.2233323383576323,1.8374387505413432,0.2636331892252018,0.3519271092573419,23.525752052946498,6.7660727473599405,12.31547488224375,395.186948114265,67.00518497347946,673.6398882250471,1050.66710922232,654.4974113061173,1060.3254893808505,262.20566060078926,582.6280048955355,351.6552945813217,146.88851087642462,148.6205613382269,214.321091812282
gene-SAURSH1000_RS07795,mreD,host,36.253030610349896,62.9764198153,74.11983927764065,86.33697179931936,79.84510946212087,132.96681034793642,89.6258630423423,101.27396526008836,93.13782001628616,98.58239656792752,87.17849743062686,60.87195093433317,50.84253833604833,58.100661532122025,29.144578894326635,19.66102093257188,43.49650362328066,11.64597940072109,15.82968758401802,33.158944741232,5.801253939770851
gene-SAURSH1000_RS08250,gene-SAURSH1000_RS08250,host,46.988838850714835,123.64366974098682,77.49852825138655,62.909664098888285,87.35793123359757,155.75973921994267,40.56642963157957,89.10837578161414,51.28798737460992,129.25814098958605,79.13537263958273,50.89448665994473,173.06753375323856,90.99104689215466,94.58923697718026,46.15020697871694,94.178063621912,30.462229818823197,28.213669598505295,57.73619027872761,14.05472874780233
gene-SAURSH1000_RS06990,gene-SAURSH1000_RS06990,host,3.334566635293662,7.617473748169049,3.241489239064563,4.454221324441059,8.987646296393553,10.334667066487686,3.4641374786323738,8.313091525683754,4.665973712869663,5.254964834437467,8.169086396267607,2.546937325425967,4.456676760218991,4.24102186790042,0.5388462264499356,1.438486095860747,4.110055450353188,1.2617071708206238,1.7677316734203088,1.5515041201200317,0.599849250694848
gene-SAURSH1000_RS11910,gene-SAURSH1000_RS11910,host,6.3721220114099,6.146608817158953,10.036555285791998,10.938439921859027,5.980255264384479,15.514354684500663,9.66355791039287,8.687637407610165,9.57389937172304,6.663295410066708,8.303842565250665,3.897692362151876,4.567300024458947,9.567965646807654,2.3230738514709626,3.552000719652779,4.263995709039143,2.092104598016105,2.2414837618969514,7.738075082294652,1.3690959297859209
gene-SAURSH1000_RS05680,yfhO,host,5.979239705059137,13.220143354347574,11.41205119076026,12.854766862899083,11.71848009229214,18.503104366926003,11.800758953721566,11.363576355945783,14.823631059384208,15.742171915891465,11.008676956173844,8.618109858777368,12.315523948849242,8.981043409496234,5.543109271261859,3.949367888768913,8.041674556748161,2.1596557990757197,4.575333998063535,6.074730784700119,1.269140198305578
gene-SAURSH1000_RS00030,gyrA,host,146.24910621771218,236.3044993833944,189.10036999479937,178.0282140759199,223.41458054147563,278.5625927208652,211.80698004552508,302.33891293526216,180.83103410187732,164.26684613553408,268.3642349426087,143.74935232035355,99.57624165785296,197.1501437260397,101.21898687102713,57.972984718584215,109.4187253914887,39.73973194760984,37.65255193126448,96.11300121780512,34.56144942871741
gene-SAURSH1000_RS00460,deoB,host,71.86461353858755,192.0892835848273,137.23800605860015,97.6435268848282,154.68157490456278,221.2421562199661,115.68103674828382,134.62522089655445,125.56898352568672,112.81892336549834,106.89936619964756,72.61240769185157,116.26552979846008,106.3136912056366,85.62444782588302,59.41985936699942,103.77691940998577,35.933094240734626,39.72094997908992,119.72374329465676,24.86978046048782
gene-SAURSH1000_RS03950,gene-SAURSH1000_RS03950,host,23.65944020030119,67.8796777827016,45.01445061733953,46.969285270180514,101.24536300314514,85.52920001803821,43.87287770344245,77.44793037792007,45.23857163278241,56.74053526307686,50.26900617899288,35.610146165839396,63.75977238191607,45.07062412135671,35.22216395869107,23.255818665231377,46.21471088608317,16.456363117089747,19.23754059213884,26.1799281788316,9.13909858384228
gene-SAURSH1000_RS05055,gene-SAURSH1000_RS05055,host,40.23169312772031,39.862812100802266,58.07869486538596,60.213824685657144,43.545548041634554,81.52750246591685,66.21047270399532,51.82592757722136,74.23853827206058,51.35078594760637,49.52163141956282,42.616932207532074,28.747609994331864,31.472827730564,23.54914955089068,12.194177227881708,20.06015001555632,8.463206302654147,12.003630871616435,15.598390613478609,9.969145119800396
gene-SAURSH1000_RS09150,gene-SAURSH1000_RS09150,host,19.331037648666022,47.86673062487326,34.99476504221659,46.94382009400479,55.24678356891844,75.23798201211756,43.97200644015661,61.75204718584563,46.18576272387153,55.833398178933614,42.33805879862229,27.12538586308406,40.19756419329365,33.64287854374319,15.461053010545523,9.91304548669254,29.728121159857885,4.925031168312732,10.810845360174929,22.614961175393866,3.3821539767438757
gene-SAURSH1000_RS09325,gene-SAURSH1000_RS09325,host,60.929694700222,103.72402378955732,94.33167140634264,97.27526025280682,139.56279679501043,201.74309519954443,86.28780074708318,170.35009016755598,90.69656076161785,105.20771351374265,134.5629127036432,57.28215739376775,51.72080218375652,60.018032684126474,42.61815631926508,18.420003731983165,33.8553363009358,15.460037654457247,13.67571938062128,38.28051973974156,13.786035404094342
gene-SAURSH1000_RS09625,gene-SAURSH1000_RS09625,host,14.54270316154329,22.919903610552936,21.90055981597525,31.060504911334085,30.041338335075032,34.86038068566984,27.085808398428895,37.69346160610443,26.892975763266964,32.67699183380109,32.425246938961685,18.02214400133201,24.022823479939607,25.561782660997295,8.322736263288217,7.294665051020789,16.03074781047199,4.9254543900338215,7.862900170172159,12.400273687660038,3.2647943672389195
gene-SAURSH1000_RS07830,gene-SAURSH1000_RS07830,host,1.3247917218399323,1.9637067447878007,0.911309499315254,1.893354644721916,3.2272723884390175,2.7125229310979027,2.0759984251021777,2.331428117861485,1.9372058812522817,1.7824685975396732,1.7230146856954685,0.825782280116923,1.55807778771761,1.257696832826071,0.144757842190364,0.508474679290652,1.8402366917541817,0.9125580873699364,1.0176227732583012,0.4168023780322457,0.1611459427714125
gene-SAURSH1000_RS00635,gene-SAURSH1000_RS00635,host,1.145241195436718,3.07705691701486,0.3676393877579486,1.1548880762143772,4.079419411118585,1.969708959197246,1.299564000859719,2.7622231757529754,1.241214265996937,1.087250999311584,3.0950087277302245,0.5996449787925963,0.8932138248615934,1.3430608712531795,0.7358152470722505,0.5169231816542506,1.09333223308696,0.0946653664260681,0.903161955343094,0.504437749823641,0.3510502384066464
gene-CPT_phageK_gp140,gene-CPT_phageK_gp140,phage,0.0430292934701657,0.0704951006647278,0.2071956087075143,2.634499017788784,0.5706972795655381,0.1088329499726462,28.368806065009988,4.101100510336205,18.887263325068997,361.4780374775635,77.00884924719234,704.4652483616779,1299.8369411727429,697.2310310848769,1653.146272321418,473.96541394679423,982.8140398724616,732.4322328229623,283.27036393639906,353.9447246053019,368.5435655565345
gene-SAURSH1000_RS12390,farE,host,94.44100436345325,44.16883272226958,146.11450968271484,151.83664046190256,53.4606815803409,226.70847572362212,176.53559220835234,93.67994553989274,200.07725944358256,140.4708953886827,93.36794785980828,109.5177759244912,57.52261160067502,52.86319952165076,54.61940114992856,20.90602833204949,19.455312862528,24.798334090587783,17.007241968495226,14.81406042403765,18.83194200609148
gene-SAURSH1000_RS05070,rsmD,host,48.28362189158893,55.11626340037734,75.91448683675874,111.48574253221794,104.26328499617472,169.1408351458864,98.47248768945327,111.19535908451314,110.09776265514266,100.68012904043536,84.77893602672336,55.83513525892387,54.63737972887261,50.83596701080406,21.705678657715364,16.83978241734743,43.40777297415539,5.609315220550168,14.300442311497257,34.59997051967129,4.412371781078014
gene-SAURSH1000_RS11865,fetB,host,15.23303443351156,54.90397959802153,35.89097266200668,22.703880777573502,24.723500127764197,60.62793701912487,17.02479017342481,19.56675091804091,32.08466992605982,32.93836797418023,11.981622138691105,15.15649815398275,79.87768677028033,36.06559212187593,43.65985946155398,33.822400674978205,61.73738960964011,12.472801657488704,22.357141769242435,31.5224902737283,8.075962691787394
gene-CPT_phageK_gp223,gene-CPT_phageK_gp223,phage,0.2706933734668607,0.443478269636288,0.4344829128048483,7.4742756447640435,1.5386591589325416,0.6846581943733744,30.40979762011742,5.791758271740109,7.334447935436446,705.183467410641,117.9036690380015,1203.2226941344168,3265.021334896346,1458.0513011210203,3323.7348072783743,1494.5457573477602,3374.5865030627974,1871.14702683526,920.3668173849604,1413.4804329830988,620.2419439484703
gene-SAURSH1000_RS06385,gene-SAURSH1000_RS06385,host,0.6350389567113556,1.0403874098102492,0.339761519491943,0.2541222916517756,0.4010722926127478,2.3200502795116713,0.7206113180122611,2.0586818501445885,0.8921840300609895,1.355689860346762,0.9128668476969756,0.1319462546429206,1.0089224088089088,0.9102260881004964,0.1619092452934877,0.1137440988744965,0.5613475130383286,0.4374347500730635,0.3793980639636005,0.776977576742575,0.1802390639528595
gene-SAURSH1000_RS11355,gene-SAURSH1000_RS11355,host,18.6677860494561,28.167048611728944,27.743684447678017,35.80187088691997,39.56211862208904,53.04511242784425,28.715133975652673,53.5244533781555,40.04805369080932,28.49565773295251,52.278348791793874,19.3936484184912,21.629785758903292,28.37891779041162,15.124729592075562,11.071209673421974,21.635341144935456,5.238834132711973,9.004928868007065,18.17069108110855,2.708050084715874
gene-CPT_phageK_gp103,gene-CPT_phageK_gp103,phage,0.2919242262877909,0.4782608790195263,0.1561866680017428,6.65866841328084,0.1843709231836379,1.2305947938083526,6.0731258863705815,1.7034583152176792,1.5819397507804098,140.2208630064543,30.353982828977067,327.3552081938014,774.7510980893722,455.43808616489366,1270.7240761938915,808.9413403660741,1454.1040801522377,1531.676347855505,1257.6516812199593,1557.3444007708886,1638.788937014992
gene-CPT_phageK_gp052,gene-CPT_phageK_gp052,phage,0.2401312183980215,0.3934081424192878,0.3854283903913978,2.594506622831838,0.4549798588241387,0.6073580756537998,34.0611532483394,3.2695409598532876,18.651579964846444,377.51074924253794,66.62128429886009,680.2999917811165,967.336165650511,552.2363030783438,845.8060630948594,284.5161866766339,517.7163248878172,295.25669730066,198.41090903120096,145.43265771125135,145.37443340468784
gene-CPT_phageK_gp044,gene-CPT_phageK_gp044,phage,0.4336350157478835,0.2368087847572412,0.2320054388763753,2.6029030843944008,0.2738713713310349,2.559159270230574,45.10622624343199,10.964979252323507,74.41260284010762,205.02196086186424,71.26959263039181,235.4292681993262,203.8637702212423,157.81617208521587,206.63549535499857,70.13593653998205,96.97868701788056,97.6753574459261,50.00073578896343,51.88852387749006,93.4145820485
