geneID,symbol,entity,0,2,5,10,15,21,28,35,42,49
gene-Y11_RS13525,gene-Y11_RS13525,host,0,0,0,0,0,0,0,0,0,0
gene-Y11_RS04440,gene-Y11_RS04440,host,0,0,0,0,0,0,0,0,0,0
gene-Y11_RS03710,gene-Y11_RS03710,host,0,0,0,0,0,0,0,0,0,0
gene-Y11_RS17940,dhaM,host,0,0,0,0,0,0,0,0,0,0
gene-Y11_RS02645,rluE,host,0,0,0,0,0,0,0,0,0,0
gene-Y11_RS19155,gene-Y11_RS19155,host,0,0,0,0,0,0,0,0,0,0
gene-g241,g241,phage,0,0,0,0,0,0,0,0,0,0
gene-Y11_RS08155,gene-Y11_RS08155,host,0,0,0,0,0,0,0,0,0,0
gene-Y11_RS07840,gene-Y11_RS07840,host,0,0,0,0,0,0,0,0,0,0
gene-Y11_RS13720,gene-Y11_RS13720,host,0,0,0,0,0,0,0,0,0,0
gene-Y11_RS15885,gene-Y11_RS15885,host,0,0,0,0,0,0,0,0,0,0
gene-Y11_RS19570,lpxB,host,0,0,0,0,0,0,0,0,0,0
gene-Y11_RS08435,gene-Y11_RS08435,host,0,0,0,0,0,0,0,0,0,0
gene-Y11_RS00650,ccmD,host,0,0,0,0,0,0,0,0,0,0
gene-Y11_RS01965,gene-Y11_RS01965,host,0,0,0,0,0,0,0,0,0,0
gene-g132,g132,phage,0,0,0,0,0,0,0,0,0,0
gene-Y11_RS17930,dhaK,host,0,0,0,0,0,0,0,0,0,0
gene-Y11_RS03605,thrS,host,0,0,0,0,0,0,0,0,0,0
gene-g310,g310,phage,0,0,0,0,0,0,0,0,0,0
gene-Y11_RS19465,syd,host,0,0,0,0,0,0,0,0,0,0
gene-Y11_RS23035,cdiI,host,0,0,0,0,0,0,0,0,0,0
gene-Y11_RS05710,gene-Y11_RS05710,host,0,0,0,0,0,0,0,0,0,0
gene-Y11_RS08740,sdhA,host,0,0,0,0,0,0,0,0,0,0
gene-g130,g130,phage,0,0,0,0,0,0,0,0,0,0
gene-Y11_RS00720,aroC,host,0,0,0,0,0,0,0,0,0,0
gene-g021,g021,phage,0,0,0,0,0,0,0,0,0,0
