geneID,symbol,entity,35_R1,35_R2,35_R3,35_R4,35_R5,60_R1,60_R2,60_R3,60_R4,60_R5,120_R1,120_R2,120_R3,120_R4,120_R5
gene-R0792_RS03340,pyk,host,0.0886351769114483,0.2759062635457308,0.2722814359937694,0.2877347194847324,0.4253412072272464,0.2892982013935784,0.0271336431236714,0.2582926855395886,0.3738971218594661,0.1877398001631844,0.3219150203394116,0.3064696067309931,0.1658006379685131,0.2006656741595246,0.3857936162435486
gene-R0792_RS18895,gene-R0792_RS18895,host,4.844359029567181,10.64948271760815,13.551614007288208,7.729803646312713,20.4681789874453,13.667658049559408,10.48147393269172,15.871651701483689,19.36478803964539,9.167752334546732,11.492481401437336,15.781507758374016,14.652534984747597,13.6229326199761,12.783295629465348
gene-R0792_RS12615,gene-R0792_RS12615,host,12.390528787489067,15.344899927892437,22.659139674287665,21.481176300987013,25.54032450586883,20.28015127402085,14.071097759511488,21.094985640599063,24.064737055802308,24.0676351362836,15.521536851517556,21.54301059079628,20.187009751147453,15.641645905712382,20.47505829488802
gene-R0792_RS07105,gene-R0792_RS07105,host,16.073399318950752,28.47128011402535,26.96812709293244,26.112333825457625,32.93755721210517,28.42704308501126,24.0312817774532,29.45501873101942,30.397029622445498,25.370404346204815,31.955178186715795,30.820090827193237,36.318206532161135,38.145072592934504,34.377071908404695
gene-R0792_RS17545,hpaE,host,0.2609914654846342,0.7522427217365921,0.510203668938857,0.4079360134332939,1.0327153962571405,0.5937174586748182,0.7723338007809716,1.4366094200511272,0.5671622199421358,0.6581081290554573,0.8992874821865164,0.8670287629971397,0.6834935539745111,0.6471453275769474,0.4951759478115742
gene-R0792_RS11635,gene-R0792_RS11635,host,2.5725069561585405,10.077815318194538,12.359681622105818,7.101259599013944,16.269821306073396,15.749202456804992,10.5591227861419,16.268064963423193,19.509115320165733,11.676159318699163,13.860664744782731,23.737354420490767,13.49358322179136,21.34345329368981,15.872809241604031
gene-R0792_RS14930,ispC,host,7.007909377870229,20.04270202304747,18.686599509033353,14.512041102565265,34.2583781461523,30.49416356223578,21.39867084531558,32.58507169821207,39.49336510192716,18.18042770101303,31.991529246650305,49.29388116040136,29.185756835104236,34.066662738044435,32.33684565991023
gene-R0792_RS03705,gene-R0792_RS03705,host,0.5151998909745558,0.9748161691036336,1.142562170937569,0.5574945947861076,2.502950935052405,2.1311897543941294,0.9184679970660792,2.443372438268393,2.754409503639711,1.3480201101845817,2.0066284249020905,2.829253751409297,1.0544351302220718,2.087735024410162,1.430709703289463
gene-R0792_RS11560,lexA,host,18.255963998980747,25.804787547384404,31.917180089568532,26.761980126297587,40.34942850403702,44.58219989954628,31.3175185341068,45.03588465147556,52.86391298180316,41.461582598547345,43.01581909683599,54.183298832266146,49.56193548514778,55.94670864932933,48.36853082421274
gene-R0792_RS19550,gene-R0792_RS19550,host,0.1016009941574875,0.3162666522178881,0.5958493687607276,0.329825409864993,1.0007838931124988,0.9948528076700034,0.0933084993749275,1.0856138613646338,1.5195531165694718,0.4611491494244715,0.5960861417020872,1.5498568770357035,1.0262940209216451,0.6900589370377898,0.7143693635588898
gene-R0792_RS06365,gene-R0792_RS06365,host,0.2937487943081279,0.4923639241728081,0.4354126701549819,0.122255285256624,0.8046918367635637,0.50285287369502,0.2282699128708228,0.812118122036118,0.7018932734135664,0.5948455108256143,0.5113397233846705,0.9789144012457828,0.6340216395915942,0.5919522721606457,0.7035925914457728
gene-R0792_RS19810,trmB,host,2.3327406828212425,8.700627380285859,6.813887137275897,3.8887004797028863,16.958681732704758,13.07641959497094,6.427039450248919,13.167033379416427,17.915802593124887,8.069698374616266,13.157613169930446,18.657785958100348,11.251053649002618,17.678799464123124,12.855459395115556
gene-R0792_RS12445,gene-R0792_RS12445,host,2.320836695212818,8.044157519057077,8.56362332035585,6.2516907233500945,12.908174178109164,10.68122799894142,6.031448349455547,10.792299273419877,14.259195450239991,9.547722284622608,10.222490261267613,15.81829448974552,9.809600542632182,14.03797718718185,12.151772565433562
gene-R0792_RS17335,gene-R0792_RS17335,host,1.2894491388943743,7.326844109714407,6.121704601659126,3.2557114008557497,14.09699505893616,10.767610447599882,6.710503861568163,14.732166285467184,15.046625124505802,6.744406560147988,8.388524045058503,18.84545100377483,9.303578407050566,13.285563274136877,10.423137092771354
gene-R0792_RS27075,rplU,host,2534.85981108997,3271.294994139219,3095.2844159977512,2695.346992142134,3441.1976371416463,3123.610843546396,2773.434545637145,2849.2989140628556,3360.270303118857,2874.9962385995113,3518.533553338027,3106.916415858031,3053.515276254228,3283.485259641082,3176.8329418741264
gene-R0792_RS24325,pldB,host,3.6536861531674503,4.301820000073606,3.409988200960234,3.46198780301097,3.6577423274255025,3.791618518142744,2.416640102443667,4.468532707203661,3.854976833054105,3.5572773395148314,4.299879140516262,4.077577875898706,4.058248430361745,5.087962323394489,4.6206920706489125
gene-R0792_RS24125,grxC,host,9.13811294510579,19.82557817922722,22.967739953827373,17.43935686748902,37.38946738403918,32.093845174064505,22.735439182989712,34.37622416408847,37.27374409467468,20.66273706468285,32.16761331749969,38.01707751316991,27.039158159053276,41.430210769413385,38.21696001923197
gene-R0792_RS00660,spcU,host,242.64158002528265,268.75713683604585,235.52272466047089,265.8830977365529,223.7064397416437,167.52652802991696,200.8451926074393,215.4156838097664,228.76050560966175,202.23929864245417,162.53837490169596,166.78661242903436,159.0797048612967,154.2038846392718,151.61861155658528
gene-R0792_RS24265,gene-R0792_RS24265,host,2.1767822018929373,6.8861316820624126,6.80554700614092,2.9299903891390167,11.062742716664337,5.056885102008189,8.33778090843103,11.191172556507674,9.711869123569084,6.409973177000154,5.028316341414975,10.010210936174513,4.588314497044431,5.8210288528746315,3.999624390494858
gene-R0792_RS12240,gene-R0792_RS12240,host,0.8191072148976645,2.608356503058329,2.2953820111431114,1.986648385420141,4.258874348828435,4.450247932200926,2.775554622406596,3.539298572387136,5.426674845373408,2.999867446836072,2.248947857478875,4.153492441905523,2.1873746565909995,3.644891305433606,3.205885598119852
gene-R0792_RS12255,gene-R0792_RS12255,host,56.30432988066976,52.63759057768509,37.83083482825394,24.732565931849937,24.921342228994742,21.33816470613736,27.13435716691151,35.19804271804833,35.274241628057524,40.99009163186941,32.23907247216947,41.15848865504763,28.155566231863553,40.56690461627232,37.51647678284177
gene-R0792_RS19535,gene-R0792_RS19535,host,87.94179576903959,175.63188634011058,172.90528870232362,140.6378734383266,217.16712960245985,196.3433986299516,164.34782099806995,224.06412150771277,242.61407542956408,206.54358014778273,186.24010098674535,223.8391651144185,210.95768322159924,225.5302146237386,207.84598818129865
gene-R0792_RS22805,gene-R0792_RS22805,host,11.325102508500262,19.42901153694236,21.055429337088913,19.38312629667722,30.46106767709262,24.13854449606286,18.356733118242545,25.639468816980887,37.63405390078361,22.977603529054868,27.114437763785997,32.18374361743239,24.358179604117954,26.83608025932403,28.95983625771983
gene-R0792_RS08260,gcvP,host,2.868640569415311,13.264640690295458,13.101326663687326,8.580156087671924,23.32973202496314,10.724908946776596,8.524994970495339,13.36096642919078,16.670642223967086,6.877367054489749,10.172050342215304,16.812524515233928,8.734308524582117,13.40285454183175,10.712882829262965
gene-R0792_RS26055,rlmE,host,45.83035229243397,49.667549012967854,51.593761997095605,51.64991919195115,46.76407014743245,54.45558163452078,50.07122487851584,53.75164610344954,55.694656332784994,58.24446781024179,41.25726712227187,45.198893374151424,55.095870844317616,49.07902007207989,52.58121588134798
gene-R0792_RS25445,gene-R0792_RS25445,host,8.092690422274483,26.837653705246034,21.137828088251748,18.71604788338767,37.1518314546888,33.75894292503083,32.20611002582473,42.69600664363892,35.23340661902266,32.12188805552886,38.43559614496717,48.70172731312597,35.4410972693054,50.96135093767523,54.031779743593006
gene-R0792_RS19455,yccS,host,0.7503800944519617,2.8948021686882535,2.337357732069378,1.7697035502065814,3.7758563127167335,3.8193525488416022,2.314788099615881,3.79400127893558,4.759153729687556,2.5674824441935225,3.4348622805320543,4.543403323508534,3.174427146456551,4.088377598748026,3.382062041372128
gene-R0792_RS27540,gene-R0792_RS27540,host,0.8461851393570913,1.604639412458114,1.6867742903731222,0.7893548893118807,1.9234710138921565,1.48050691118885,1.6882283657566963,2.0690690930253455,1.913448719418297,1.4568120856818534,1.7852674379725737,2.189909341047886,1.7356997364852524,2.406448152627357,2.198140677420728
